user_id,date,screen_time_minutes,keystroke_speed_wpm,sleep_hours_last_night,task_switch_frequency_per_hr,break_frequency_per_hr,stress_level
U0163,2025-02-11,341.83,104.15,9.38,3.69,1.52,20.21
U0163,2025-02-12,304.88,100.16,10.68,6.18,2.3,9.49
U0163,2025-02-13,291.75,108.42,9.77,5.61,1.5,23.68
U0163,2025-02-14,400.15,106.6,9.59,7.53,1.9,23.96
U0163,2025-02-15,126.89,101.15,11.38,9.29,1.88,1.66
U0163,2025-02-16,147.69,106.64,12.0,4.73,2.09,0.0
U0163,2025-02-17,252.99,97.46,9.86,3.96,0.14,20.28
U0163,2025-02-18,267.64,109.82,10.84,7.55,1.23,14.54
U0163,2025-02-19,297.2,97.91,10.53,5.59,1.4,6.88
U0163,2025-02-20,215.36,97.72,9.45,4.02,2.08,12.4
U0163,2025-02-21,378.19,96.02,9.97,5.93,2.64,21.69
U0163,2025-02-22,126.09,109.72,11.79,8.34,2.76,0.06
U0163,2025-02-23,122.48,106.52,10.0,1.68,2.65,0.0
U0163,2025-02-24,307.43,104.5,9.66,4.59,1.9,19.92
U0163,2025-02-25,314.73,112.57,9.21,1.0,1.85,13.99
U0163,2025-02-26,261.88,102.67,11.11,4.99,1.16,9.09
U0163,2025-02-27,372.58,103.84,10.66,4.17,2.45,18.56
U0163,2025-02-28,310.6,103.98,10.98,7.38,1.61,12.78
U0163,2025-03-01,191.59,114.27,11.28,6.24,3.22,0.0
U0164,2025-01-01,347.2,76.27,9.78,5.28,2.31,28.12
U0164,2025-01-02,383.48,74.18,7.05,2.89,1.69,31.93
U0164,2025-01-03,379.96,79.65,7.46,7.31,3.33,36.55
U0164,2025-01-04,308.35,81.69,8.64,3.39,2.77,10.71
U0164,2025-01-05,325.11,82.42,8.11,4.07,1.68,13.02
U0164,2025-01-06,326.32,75.06,9.06,5.63,2.06,15.89
U0164,2025-01-07,362.27,71.06,6.52,5.89,2.58,26.24
U0164,2025-01-08,450.57,77.92,8.69,3.52,1.78,26.11
U0164,2025-01-09,378.75,67.94,7.48,6.76,1.46,23.24
U0164,2025-01-10,369.02,86.11,7.04,4.02,2.1,34.43
U0164,2025-01-11,253.99,76.52,7.74,5.46,1.78,9.19
U0164,2025-01-12,184.29,73.44,8.71,5.44,1.7,8.18
U0164,2025-01-13,295.69,67.75,6.42,2.52,2.2,27.08
U0164,2025-01-14,377.31,76.23,8.26,4.76,2.16,28.65
U0164,2025-01-15,444.99,76.62,5.9,5.87,1.36,46.23
U0164,2025-01-16,347.2,69.33,5.96,9.22,1.79,57.99
U0164,2025-01-17,414.16,62.9,9.35,6.99,1.7,33.06
U0164,2025-01-18,261.95,71.71,9.9,6.8,2.0,11.38
U0164,2025-01-19,220.88,78.94,7.34,3.42,2.36,12.79
U0164,2025-01-20,394.28,79.44,6.59,5.95,2.21,22.13
U0164,2025-01-21,505.67,76.58,10.01,2.21,1.73,22.8
U0164,2025-01-22,349.94,72.78,8.25,4.96,2.63,24.09
U0164,2025-01-23,440.68,71.75,7.87,7.1,1.48,29.99
U0164,2025-01-24,339.2,72.15,7.24,2.79,2.05,24.15
U0164,2025-01-25,279.37,71.07,7.91,4.92,2.68,10.88
U0164,2025-01-26,308.68,78.13,9.47,6.54,2.54,5.41
U0164,2025-01-27,304.09,74.82,6.28,7.39,1.65,36.54
U0164,2025-01-28,295.0,80.1,7.36,3.79,0.65,40.0
U0164,2025-01-29,319.42,80.08,8.24,5.0,2.41,20.34
U0164,2025-01-30,307.08,75.74,6.8,6.3,2.19,40.73
U0164,2025-01-31,428.01,76.7,7.0,7.08,1.98,37.67
U0164,2025-02-01,259.99,68.66,9.52,5.55,1.69,1.7
U0164,2025-02-02,188.78,76.15,7.26,5.08,2.26,19.01
U0164,2025-02-03,423.54,81.7,9.11,5.18,1.85,27.73
U0164,2025-02-04,397.61,68.22,7.37,4.64,2.72,20.74
U0164,2025-02-05,280.93,80.11,8.53,6.38,2.55,22.59
U0164,2025-02-06,347.64,80.94,9.01,4.78,2.59,25.43
U0164,2025-02-07,456.05,76.11,8.0,6.95,1.6,42.03
U0164,2025-02-08,238.4,75.43,8.05,4.04,2.52,4.98
U0164,2025-02-09,259.01,65.47,7.97,6.35,1.67,9.86
U0164,2025-02-10,372.66,76.46,8.83,3.46,1.88,26.85
U0164,2025-02-11,371.39,74.6,8.34,6.73,1.38,27.9
U0164,2025-02-12,424.47,77.4,7.68,3.18,1.46,33.96
U0164,2025-02-13,386.26,80.31,7.63,6.05,1.69,41.08
U0164,2025-02-14,339.73,79.81,8.96,6.32,1.54,23.77
U0164,2025-02-15,274.24,72.85,7.59,4.27,1.77,8.48
U0164,2025-02-16,281.79,80.55,8.22,2.73,1.86,13.36
U0164,2025-02-17,317.73,75.48,5.82,4.75,1.64,38.1
U0164,2025-02-18,389.45,73.08,8.63,4.92,2.03,24.39
U0164,2025-02-19,356.14,70.39,7.51,4.99,0.94,31.83
U0164,2025-02-20,484.86,83.96,8.81,5.48,2.75,28.67
U0164,2025-02-21,351.14,72.17,8.16,2.25,2.51,27.72
U0164,2025-02-22,298.86,74.33,9.33,5.94,1.73,12.62
U0164,2025-02-23,264.51,72.43,9.95,5.28,2.15,0.22
U0164,2025-02-24,393.14,76.01,8.89,2.66,1.69,15.88
U0164,2025-02-25,362.85,86.64,7.38,3.59,1.49,32.48
U0164,2025-02-26,391.04,69.82,6.17,5.84,1.2,49.63
U0164,2025-02-27,374.57,78.22,7.54,7.8,1.53,39.29
U0164,2025-02-28,382.6,72.26,6.62,5.99,1.8,36.5
U0164,2025-03-01,255.9,81.56,9.37,1.06,2.97,4.5
U0165,2025-01-01,450.65,73.09,8.04,5.09,1.97,21.91
U0165,2025-01-02,335.44,73.8,8.8,6.41,2.12,26.73
U0165,2025-01-03,277.08,77.71,9.12,5.39,2.94,24.98
U0165,2025-01-04,297.59,68.42,7.34,6.67,2.73,18.17
U0165,2025-01-05,291.95,77.86,8.42,4.48,2.23,7.55
U0165,2025-01-06,337.01,75.97,7.41,6.95,2.0,26.91
U0165,2025-01-07,368.73,66.28,7.04,5.85,0.98,26.57
U0165,2025-01-08,456.36,75.32,7.66,5.09,3.25,18.48
U0165,2025-01-09,391.71,82.57,7.81,4.76,2.44,11.06
U0165,2025-01-10,302.58,76.79,6.35,6.65,1.22,38.85
U0165,2025-01-11,233.57,70.74,7.47,6.51,1.05,20.48
U0165,2025-01-12,186.63,74.07,10.05,5.26,2.38,1.33
U0165,2025-01-13,370.28,79.47,7.12,2.79,2.57,20.55
U0165,2025-01-14,326.24,84.99,5.46,8.04,2.04,36.66
U0165,2025-01-15,368.36,73.29,8.56,5.55,2.29,16.64
U0165,2025-01-16,323.9,66.99,7.8,7.65,1.27,28.17
U0165,2025-01-17,312.95,77.5,5.73,8.93,2.02,46.53
U0165,2025-01-18,250.65,74.59,9.33,6.62,1.7,9.15
U0165,2025-01-19,215.36,74.24,9.11,4.36,2.09,4.23
U0165,2025-01-20,435.1,72.75,7.5,6.34,1.8,18.28
U0165,2025-01-21,387.52,74.44,8.79,7.31,1.35,14.88
U0165,2025-01-22,379.47,69.22,8.41,5.51,1.92,30.45
U0165,2025-01-23,368.59,83.6,6.9,3.62,2.09,29.61
U0165,2025-01-24,409.18,73.77,6.83,4.91,1.11,33.46
U0165,2025-01-25,220.74,72.35,8.05,2.51,2.81,0.0
U0165,2025-01-26,265.03,67.25,6.29,7.72,2.28,16.22
U0165,2025-01-27,364.82,70.78,6.73,7.6,1.83,36.87
U0165,2025-01-28,435.4,66.18,7.12,4.84,2.16,27.26
U0165,2025-01-29,371.44,75.22,6.16,4.53,1.03,43.22
U0165,2025-01-30,411.75,78.34,8.15,4.57,1.69,31.48
U0165,2025-01-31,391.07,61.11,7.29,4.27,2.44,22.63
U0165,2025-02-01,324.84,73.96,8.05,4.82,2.55,8.89
U0165,2025-02-02,282.87,78.97,8.56,7.11,2.1,14.03
U0165,2025-02-03,499.81,73.58,7.9,3.19,2.23,15.32
U0165,2025-02-04,424.86,73.29,6.19,6.31,1.55,36.52
U0165,2025-02-05,434.32,73.21,8.33,9.63,2.16,28.98
U0165,2025-02-06,366.93,67.3,7.0,7.18,2.16,30.3
U0165,2025-02-07,406.3,84.71,7.21,8.3,2.03,31.22
U0165,2025-02-08,255.38,70.65,7.28,5.55,2.09,14.05
U0165,2025-02-09,247.77,80.02,7.65,8.89,2.1,4.91
U0165,2025-02-10,449.13,71.81,8.51,3.79,2.06,20.12
U0165,2025-02-11,368.65,82.96,8.32,6.96,1.66,19.77
U0165,2025-02-12,337.91,69.8,7.67,2.82,2.23,25.01
U0165,2025-02-13,321.71,75.81,7.46,3.1,1.63,21.85
U0165,2025-02-14,319.0,82.66,6.52,1.22,1.7,25.35
U0165,2025-02-15,270.09,77.88,10.05,7.03,1.19,8.76
U0165,2025-02-16,293.62,79.21,7.12,9.78,1.8,10.65
U0165,2025-02-17,263.38,75.97,7.61,6.55,1.33,21.91
U0165,2025-02-18,392.82,71.83,6.87,3.55,1.97,17.12
U0165,2025-02-19,436.56,75.08,8.28,5.21,1.96,18.51
U0165,2025-02-20,366.61,85.33,5.68,4.02,2.19,37.11
U0165,2025-02-21,373.44,74.36,9.07,4.52,2.27,28.27
U0165,2025-02-22,260.48,79.99,8.26,7.29,1.87,7.68
U0165,2025-02-23,160.82,73.42,10.24,6.39,2.16,1.09
U0165,2025-02-24,328.69,73.19,6.78,4.95,1.71,21.09
U0165,2025-02-25,381.64,85.7,7.33,3.06,2.35,20.25
U0165,2025-02-26,356.3,71.32,9.14,5.19,2.0,16.87
U0165,2025-02-27,343.67,69.07,7.33,8.92,1.75,31.55
U0165,2025-02-28,363.65,81.08,9.91,7.44,2.1,23.17
U0165,2025-03-01,227.12,75.16,9.47,4.28,2.79,0.0
U0166,2025-01-01,209.73,71.21,9.99,3.54,2.59,16.45
U0166,2025-01-02,331.3,71.04,8.35,1.0,1.78,19.7
U0166,2025-01-03,269.44,65.49,7.47,6.78,1.63,37.1
U0166,2025-01-04,117.66,69.52,10.47,2.26,1.94,0.0
U0166,2025-01-05,212.59,70.91,8.06,6.37,2.25,10.94
U0166,2025-01-06,283.76,68.83,9.68,7.29,1.41,19.73
U0166,2025-01-07,232.94,65.76,8.4,4.85,3.01,21.08
U0166,2025-01-08,267.98,63.78,7.36,5.79,2.1,33.32
U0166,2025-01-09,274.34,75.56,8.56,7.82,2.05,25.22
U0166,2025-01-10,296.98,73.24,8.76,4.9,2.47,23.63
U0166,2025-01-11,214.53,71.54,10.03,5.38,2.52,4.18
U0166,2025-01-12,121.31,53.38,8.4,4.28,0.93,12.74
U0166,2025-01-13,243.34,68.4,10.15,3.97,1.86,10.7
U0166,2025-01-14,283.56,69.4,8.59,6.04,0.97,23.83
U0166,2025-01-15,297.45,70.37,7.77,8.86,1.82,33.77
U0166,2025-01-16,278.86,59.01,9.81,5.92,2.51,16.53
U0166,2025-01-17,232.91,74.16,8.99,3.68,1.62,27.12
U0166,2025-01-18,58.66,67.1,9.75,3.42,1.51,1.79
U0166,2025-01-19,141.66,66.42,10.05,3.48,2.14,1.5
U0166,2025-01-20,250.74,60.07,9.88,7.19,2.25,18.87
U0166,2025-01-21,219.15,64.31,6.09,6.95,0.67,31.34
U0166,2025-01-22,356.46,67.91,7.22,5.0,1.8,26.31
U0166,2025-01-23,269.18,66.11,9.55,5.34,2.56,20.38
U0166,2025-01-24,280.95,67.67,8.67,8.26,1.59,29.87
U0166,2025-01-25,120.17,64.94,9.89,6.56,1.56,2.3
U0166,2025-01-26,171.07,59.95,8.98,5.72,2.35,10.35
U0166,2025-01-27,286.77,67.84,7.75,4.81,1.88,21.74
U0166,2025-01-28,351.54,74.3,7.7,1.63,2.46,27.55
U0166,2025-01-29,239.84,67.22,9.0,5.96,2.08,17.06
U0166,2025-01-30,288.82,68.85,7.69,1.81,2.08,23.26
U0166,2025-01-31,210.45,70.34,8.22,11.07,1.33,23.57
U0166,2025-02-01,184.74,73.17,10.68,5.21,1.65,7.62
U0166,2025-02-02,141.53,70.56,8.47,3.97,1.49,16.24
U0166,2025-02-03,303.85,64.27,8.78,4.38,2.16,19.66
U0166,2025-02-04,232.5,58.13,6.29,1.93,1.48,37.0
U0166,2025-02-05,280.83,64.43,6.25,4.97,2.31,41.28
U0166,2025-02-06,273.18,70.33,7.59,5.0,1.52,28.68
U0166,2025-02-07,348.46,70.54,7.94,1.61,2.13,30.94
U0166,2025-02-08,195.49,67.77,11.09,1.37,1.56,0.0
U0166,2025-02-09,244.2,60.72,10.76,5.13,2.12,0.0
U0166,2025-02-10,238.9,66.79,6.07,5.24,0.1,43.63
U0166,2025-02-11,329.87,76.02,10.67,3.2,1.99,29.78
U0166,2025-02-12,278.64,70.14,8.91,8.0,1.46,30.01
U0166,2025-02-13,240.7,66.71,11.26,7.19,1.88,22.35
U0166,2025-02-14,261.38,70.83,6.73,9.13,1.93,40.27
U0166,2025-02-15,207.88,65.94,11.03,6.81,2.65,7.82
U0166,2025-02-16,150.82,60.19,8.43,2.05,3.02,0.58
U0166,2025-02-17,358.28,70.51,7.68,7.17,1.69,31.23
U0166,2025-02-18,303.35,67.87,7.96,5.02,2.24,20.6
U0166,2025-02-19,225.34,63.46,9.48,5.66,1.45,18.81
U0166,2025-02-20,248.24,60.41,9.68,6.3,2.43,24.75
U0166,2025-02-21,235.84,72.06,8.17,1.34,1.92,17.24
U0166,2025-02-22,169.57,66.01,9.0,7.55,2.25,10.28
U0166,2025-02-23,200.29,68.73,9.33,5.89,2.02,7.16
U0166,2025-02-24,295.92,75.9,8.89,1.23,2.04,18.47
U0166,2025-02-25,308.16,64.45,8.58,1.0,1.18,23.27
U0166,2025-02-26,285.13,60.88,8.75,7.54,2.12,22.75
U0166,2025-02-27,347.41,67.09,9.18,4.22,1.01,30.19
U0166,2025-02-28,298.25,75.4,8.89,5.94,2.14,22.74
U0166,2025-03-01,126.11,65.5,8.01,7.6,2.36,16.75
U0167,2025-01-01,289.83,56.17,10.01,6.2,1.79,17.89
U0167,2025-01-02,249.07,67.04,7.93,7.61,1.51,23.75
U0167,2025-01-03,223.29,66.61,6.95,2.19,1.81,31.84
U0167,2025-01-04,220.36,76.11,8.17,5.58,3.28,0.63
U0167,2025-01-05,202.18,67.34,11.71,1.67,1.25,6.41
U0167,2025-01-06,258.69,69.98,8.95,4.89,2.31,19.64
U0167,2025-01-07,300.73,69.92,9.32,4.71,2.73,26.43
U0167,2025-01-08,228.01,72.1,8.01,4.3,2.46,25.12
U0167,2025-01-09,341.08,67.61,8.75,5.5,2.42,23.37
U0167,2025-01-10,352.17,70.71,7.88,7.76,2.18,32.75
U0167,2025-01-11,116.44,66.75,11.46,6.43,1.57,0.0
U0167,2025-01-12,158.4,67.77,9.57,8.03,1.86,13.1
U0167,2025-01-13,314.57,63.18,10.49,2.23,1.72,11.14
U0167,2025-01-14,249.84,63.87,9.62,3.76,2.27,12.88
U0167,2025-01-15,310.86,65.93,9.3,2.56,1.35,20.39
U0167,2025-01-16,273.71,67.93,7.38,2.64,2.42,33.65
U0167,2025-01-17,287.05,74.72,9.88,6.6,3.17,27.91
U0167,2025-01-18,220.14,63.64,9.2,4.78,1.07,9.12
U0167,2025-01-19,167.39,64.5,8.81,4.84,1.64,2.08
U0167,2025-01-20,285.26,55.55,8.84,4.21,2.92,21.9
U0167,2025-01-21,267.91,65.77,7.37,6.01,2.43,34.15
U0167,2025-01-22,339.03,67.03,7.84,1.44,2.05,31.08
U0167,2025-01-23,275.11,62.01,7.42,6.07,2.82,29.27
U0167,2025-01-24,335.73,65.76,8.06,3.92,1.34,30.18
U0167,2025-01-25,160.42,63.55,11.14,5.38,1.44,0.0
U0167,2025-01-26,186.14,65.02,10.01,7.58,1.95,8.85
U0167,2025-01-27,336.27,69.08,10.36,1.0,2.05,9.5
U0167,2025-01-28,328.46,72.4,8.43,5.17,1.48,23.61
U0167,2025-01-29,273.95,60.35,7.74,6.62,1.53,26.08
U0167,2025-01-30,363.24,68.52,9.54,3.37,1.98,29.55
U0167,2025-01-31,249.05,74.02,7.9,3.42,1.64,28.43
U0167,2025-02-01,176.09,69.71,10.84,8.9,2.3,0.0
U0167,2025-02-02,178.05,71.75,9.84,2.86,2.62,0.0
U0167,2025-02-03,333.77,64.51,9.9,6.21,2.0,13.02
U0167,2025-02-04,306.9,68.74,8.79,2.17,1.84,23.58
U0167,2025-02-05,279.35,67.99,8.93,5.47,2.26,22.6
U0167,2025-02-06,155.83,69.12,8.58,7.07,2.36,24.79
U0167,2025-02-07,356.13,74.13,9.91,6.36,2.64,25.76
U0167,2025-02-08,234.66,75.88,10.86,7.54,2.36,6.13
U0167,2025-02-09,183.51,69.91,10.25,4.53,2.37,3.86
U0167,2025-02-10,318.57,65.43,9.93,4.9,2.4,23.62
U0167,2025-02-11,291.54,59.5,6.91,4.46,2.4,30.13
U0167,2025-02-12,345.02,67.18,10.2,8.64,2.25,26.39
U0167,2025-02-13,298.47,59.92,8.36,3.91,2.2,20.65
U0167,2025-02-14,308.41,64.34,8.24,4.48,2.32,24.33
U0167,2025-02-15,197.49,64.37,10.3,6.91,2.63,0.39
U0167,2025-02-16,216.93,64.03,11.26,2.11,2.94,0.0
U0167,2025-02-17,278.24,58.44,9.28,2.74,2.11,10.33
U0167,2025-02-18,269.9,69.86,8.12,8.87,1.58,20.58
U0167,2025-02-19,278.05,64.8,8.86,5.23,2.67,17.03
U0167,2025-02-20,304.52,70.02,9.13,2.38,2.01,26.55
U0167,2025-02-21,295.85,79.31,9.13,4.66,0.44,26.49
U0167,2025-02-22,230.81,66.01,10.08,3.13,2.41,2.77
U0167,2025-02-23,247.0,69.36,10.48,3.79,2.83,3.4
U0167,2025-02-24,290.09,69.9,9.0,2.59,2.07,17.13
U0167,2025-02-25,358.68,68.75,9.64,4.06,1.75,14.45
U0167,2025-02-26,240.85,60.17,8.51,6.31,1.82,26.32
U0167,2025-02-27,322.51,73.24,7.93,3.36,1.89,23.45
U0167,2025-02-28,211.11,67.21,7.94,1.51,1.05,31.65
U0167,2025-03-01,156.79,66.86,10.46,6.96,2.69,1.12
U0168,2025-01-01,280.18,56.22,10.51,6.17,2.03,7.7
U0168,2025-01-02,365.9,60.8,9.58,6.64,2.65,23.65
U0168,2025-01-03,331.21,58.61,11.33,4.91,1.23,22.21
U0168,2025-01-04,165.54,67.21,9.79,6.45,2.11,0.64
U0168,2025-01-05,229.07,66.65,11.94,4.69,1.85,0.0
U0168,2025-01-06,339.43,54.72,9.36,1.7,2.53,5.99
U0168,2025-01-07,297.52,66.71,9.69,6.48,2.66,10.92
U0168,2025-01-08,276.37,68.46,9.02,7.71,1.43,20.52
U0168,2025-01-09,224.18,57.5,10.76,6.32,1.86,10.3
U0168,2025-01-10,270.11,66.26,10.25,1.72,2.23,13.15
U0168,2025-01-11,157.65,56.79,10.29,5.77,2.63,0.0
U0168,2025-01-12,307.34,63.32,9.46,1.72,1.66,0.0
U0168,2025-01-13,312.95,63.79,9.74,1.0,1.97,0.0
U0168,2025-01-14,300.98,63.77,8.37,5.96,2.18,20.58
U0168,2025-01-15,282.46,55.44,9.78,5.1,2.65,9.75
U0168,2025-01-16,380.81,71.85,8.82,7.24,2.45,24.46
U0168,2025-01-17,274.13,68.68,8.79,7.02,2.57,14.64
U0168,2025-01-18,246.27,65.23,11.6,5.1,1.84,0.0
U0168,2025-01-19,173.56,67.83,9.88,2.63,2.04,0.0
U0168,2025-01-20,311.73,59.67,8.88,6.74,1.71,12.85
U0168,2025-01-21,248.07,58.3,10.81,3.19,2.06,1.25
U0168,2025-01-22,242.73,73.34,8.52,5.6,1.89,21.36
U0168,2025-01-23,299.89,58.01,9.5,3.3,2.9,4.19
U0168,2025-01-24,347.04,58.21,10.53,5.76,2.37,22.94
U0168,2025-01-25,168.77,69.58,11.49,6.33,2.77,0.0
U0168,2025-01-26,257.36,59.49,10.74,1.29,1.46,0.0
U0168,2025-01-27,305.29,66.33,7.39,1.87,2.44,12.03
U0168,2025-01-28,221.14,59.54,7.79,4.26,2.2,14.25
U0168,2025-01-29,297.0,62.25,8.82,7.16,1.44,21.73
U0168,2025-01-30,343.35,67.92,9.63,5.18,1.38,22.12
U0168,2025-01-31,304.22,57.32,10.58,4.68,2.0,20.09
U0168,2025-02-01,178.41,63.16,11.82,5.93,2.3,0.0
U0168,2025-02-02,191.76,59.86,10.67,3.54,2.07,0.0
U0168,2025-02-03,255.84,72.63,10.74,6.63,2.13,3.64
U0168,2025-02-04,288.07,57.19,9.35,5.53,1.83,16.03
U0168,2025-02-05,307.93,59.61,9.05,6.0,2.46,17.02
U0168,2025-02-06,342.94,68.46,10.67,5.43,1.64,20.4
U0168,2025-02-07,328.55,64.44,9.04,4.81,2.61,15.45
U0168,2025-02-08,128.29,63.13,10.89,7.05,2.24,0.0
U0168,2025-02-09,142.8,64.76,10.94,3.72,1.99,0.0
U0168,2025-02-10,272.2,63.57,8.86,5.01,3.04,10.87
U0168,2025-02-11,317.42,62.13,10.3,9.67,1.83,15.37
U0168,2025-02-12,303.51,63.01,9.98,3.22,1.62,11.69
U0168,2025-02-13,301.6,61.43,9.81,7.2,1.95,14.07
U0168,2025-02-14,297.04,70.04,9.15,6.38,2.24,16.55
U0168,2025-02-15,183.68,62.64,11.94,4.6,1.41,0.0
U0168,2025-02-16,137.66,63.03,10.95,6.37,1.93,0.0
U0168,2025-02-17,246.51,66.22,9.11,4.56,1.96,5.26
U0168,2025-02-18,308.05,67.44,10.04,4.39,1.89,9.5
U0168,2025-02-19,266.95,63.61,8.73,4.37,1.98,18.64
U0168,2025-02-20,355.66,66.89,9.72,5.23,2.67,30.2
U0168,2025-02-21,314.24,61.52,10.24,4.81,2.15,13.33
U0168,2025-02-22,205.15,59.03,9.56,2.82,2.04,0.0
U0168,2025-02-23,151.59,67.83,11.78,1.48,1.37,0.0
U0168,2025-02-24,257.73,65.29,9.02,7.81,2.48,12.04
U0168,2025-02-25,219.3,64.26,10.48,8.07,2.08,16.27
U0168,2025-02-26,297.91,66.92,7.75,4.87,2.29,22.94
U0168,2025-02-27,370.15,54.51,10.13,6.91,2.04,18.89
U0168,2025-02-28,311.34,72.69,11.06,5.86,2.31,13.22
U0168,2025-03-01,148.65,63.53,12.0,5.06,1.38,0.0
U0169,2025-01-01,337.35,92.76,6.76,4.89,2.92,25.57
U0169,2025-01-02,309.0,101.07,6.5,7.08,1.39,35.86
U0169,2025-01-03,232.88,85.16,7.51,7.28,2.0,37.13
U0169,2025-01-04,118.95,104.79,8.28,4.89,2.32,12.44
U0169,2025-01-05,152.44,96.09,8.66,5.89,2.03,12.06
U0169,2025-01-06,343.78,93.87,5.75,6.06,1.31,39.76
U0169,2025-01-07,254.42,89.94,6.57,5.26,1.78,40.53
U0169,2025-01-08,262.59,88.76,8.24,6.33,1.34,25.65
U0169,2025-01-09,263.42,88.72,7.02,4.9,2.56,32.96
U0169,2025-01-10,158.55,91.74,6.08,8.28,2.02,47.46
U0169,2025-01-11,242.24,88.71,9.25,6.84,1.4,20.69
U0169,2025-01-12,92.43,95.21,10.0,6.16,1.66,6.79
U0169,2025-01-13,303.14,88.7,5.04,6.59,2.08,36.86
U0169,2025-01-14,249.7,92.31,8.32,3.02,2.31,13.12
U0169,2025-01-15,310.6,91.79,7.05,2.91,2.17,30.39
U0169,2025-01-16,284.48,101.26,7.7,6.25,2.07,30.21
U0169,2025-01-17,269.66,96.66,6.88,3.59,2.21,30.31
U0169,2025-01-18,158.89,91.0,10.45,7.59,1.71,3.84
U0169,2025-01-19,87.98,102.3,11.24,5.74,2.93,0.0
U0169,2025-01-20,261.16,92.48,7.7,5.03,2.04,11.35
U0169,2025-01-21,336.97,91.7,7.09,3.15,1.7,32.44
U0169,2025-01-22,274.96,97.08,4.71,11.25,1.59,52.27
U0169,2025-01-23,286.99,94.07,8.03,3.95,2.52,25.03
U0169,2025-01-24,282.28,96.15,8.39,3.58,2.22,29.71
U0169,2025-01-25,212.73,88.98,6.84,5.55,2.76,15.68
U0169,2025-01-26,171.39,98.69,9.77,5.93,1.71,0.0
U0169,2025-01-27,309.24,82.56,8.2,7.54,1.56,20.59
U0169,2025-01-28,341.39,100.06,9.72,3.93,1.49,20.58
U0169,2025-01-29,256.65,91.52,8.26,4.93,1.6,31.32
U0169,2025-01-30,289.02,87.35,7.96,3.7,2.02,29.37
U0169,2025-01-31,371.28,86.89,5.08,8.91,1.15,62.87
U0169,2025-02-01,161.19,93.24,8.27,2.3,1.79,6.23
U0169,2025-02-02,129.75,95.21,8.41,5.75,2.16,7.02
U0169,2025-02-03,272.98,91.68,6.54,1.0,2.5,22.1
U0169,2025-02-04,293.27,89.3,7.21,7.72,2.6,21.99
U0169,2025-02-05,300.03,94.31,6.6,4.96,2.22,20.46
U0169,2025-02-06,273.69,83.31,6.31,7.57,1.6,49.58
U0169,2025-02-07,216.83,86.51,6.1,6.74,2.3,53.44
U0169,2025-02-08,171.92,97.18,8.84,4.8,1.81,15.93
U0169,2025-02-09,156.21,100.82,8.92,6.3,1.23,18.09
U0169,2025-02-10,313.15,95.97,8.03,2.7,1.67,18.61
U0169,2025-02-11,238.56,89.02,7.09,2.25,1.83,23.38
U0169,2025-02-12,255.6,94.19,6.96,6.13,2.11,30.81
U0169,2025-02-13,212.35,89.47,7.96,4.68,1.91,25.68
U0169,2025-02-14,336.21,86.9,6.61,2.59,1.53,30.51
U0169,2025-02-15,111.85,95.68,8.02,7.45,1.94,10.24
U0169,2025-02-16,104.76,89.71,8.83,6.64,1.99,6.07
U0169,2025-02-17,226.97,87.7,7.82,4.21,2.15,21.73
U0169,2025-02-18,245.39,92.33,6.08,6.78,2.01,30.58
U0169,2025-02-19,275.9,89.55,7.43,3.75,1.96,23.81
U0169,2025-02-20,314.56,88.88,6.16,3.37,1.14,38.59
U0169,2025-02-21,242.77,98.09,8.5,4.63,1.89,30.06
U0169,2025-02-22,175.79,104.94,9.43,6.47,1.91,7.04
U0169,2025-02-23,143.56,89.47,8.83,4.21,1.92,8.11
U0169,2025-02-24,221.42,101.4,7.06,5.62,2.68,16.74
U0169,2025-02-25,278.24,96.36,6.98,1.23,1.07,21.38
U0169,2025-02-26,165.29,95.63,7.78,4.64,2.56,28.2
U0169,2025-02-27,279.78,95.32,5.42,9.21,1.9,48.49
U0169,2025-02-28,282.68,90.65,6.79,5.16,1.97,42.98
U0169,2025-03-01,76.18,89.75,8.68,2.7,2.25,12.04
U0170,2025-01-01,239.28,84.98,8.82,6.57,2.15,19.68
U0170,2025-01-02,132.14,91.12,7.61,4.78,1.85,21.03
U0170,2025-01-03,217.24,90.56,8.25,6.16,1.56,22.24
U0170,2025-01-04,81.85,84.45,12.0,5.1,1.38,0.0
U0170,2025-01-05,30.0,92.67,9.41,2.55,2.7,0.0
U0170,2025-01-06,123.95,94.08,9.65,5.24,2.12,7.81
U0170,2025-01-07,209.31,89.58,6.32,3.67,2.93,24.08
U0170,2025-01-08,168.48,92.61,9.74,4.09,1.69,13.05
U0170,2025-01-09,131.88,84.15,9.11,3.61,2.01,21.06
U0170,2025-01-10,189.48,89.43,8.87,4.08,2.92,22.61
U0170,2025-01-11,30.0,97.81,9.57,4.77,2.13,0.0
U0170,2025-01-12,79.93,87.1,11.15,2.86,1.53,0.55
U0170,2025-01-13,213.05,94.61,9.33,3.38,1.89,11.44
U0170,2025-01-14,229.07,92.47,9.71,5.69,0.91,26.13
U0170,2025-01-15,174.01,97.28,8.38,1.0,1.77,20.63
U0170,2025-01-16,247.86,82.03,9.8,2.75,1.6,24.24
U0170,2025-01-17,197.13,77.23,9.17,8.98,2.03,18.65
U0170,2025-01-18,35.21,91.66,8.22,1.93,2.24,13.19
U0170,2025-01-19,98.9,89.34,10.11,3.98,2.19,0.0
